nazwa-zmienna,id-zmienna,id-przekroj,id-okres
Mieszkania oddane do użytkowania,381,118,263
Wskaźniki cen towarów i usług konsumpcyjnych,305,739,253
Bieżący popyt - usługi,143,819,252
Opóźnienia płatności,158,799,253
Bieżący stan zapasów towarów - handel,147,796,257
Bieżący portfel zamówień krajowy i zagraniczny (strumień) - przetwórstwo przemysłowe,144,751,249
Bieżąca produkcja,140,956,250
Przewidywany popyt,179,804,258
Eksport towarów,220,1194,256
Przewidywane ceny,171,751,257
Import towarów wg kraju wysyłki,222,1136,250
Import towarów wg kraju wysyłki,222,1246,258
Bariery działalności w handlu,134,816,249
Przewidywane źródła finansowania działalności usługowej - środki z budżetu państwa,178,819,247
Przewidywane źródła finansowania działalności usługowej - kredyt bankowy zagraniczny,176,787,251
Mieszkania w budowie,382,16,272
Eksport towarów,220,1115,247
Pracujący w sektorze przedsiębiorstw,377,1242,249
Przewidywane źródła finansowania działalności usługowej - środki z budżetu państwa,178,787,254
Obroty w handlu detalicznym,112,16,248
Saldo obrotów towarowych wg kraju wysyłki,183,1199,248
Import towarów wg kraju pochodzenia,221,1199,258
Przeciętne zatrudnienie w sektorze przedsiębiorstw,375,1242,266
Ludność - BAEL (do 2020 r.),365,1164,272
Zasiłki z ubezpieczenia społecznego,289,16,262
Saldo obrotów towarowych wg kraju pochodzenia,223,1116,257
Import towarów wg kraju wysyłki,222,1194,252
Bieżący portfel zamówień na rynku krajowym - budownictwo,146,16,257
Mieszkania oddane do użytkowania,381,2,282
Wskaźniki cen skupu produktów rolnych,324,775,255
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa,139,776,255
Bieżący portfel zamówień krajowy i zagraniczny (strumień) - przetwórstwo przemysłowe,144,786,258
Saldo obrotów towarowych wg kraju wysyłki,183,1194,262
Relacje ceny skupu 1 kg żywca wieprzowego do cen produktów rolnych,321,783,254
Import towarów wg kraju pochodzenia,221,1199,257
Saldo obrotów towarowych wg kraju pochodzenia,223,1116,253
Źródła finansowania środków obrotowych w działalności handlowej - kredyt bankowy,197,757,249
Eksport towarów,220,1246,260
Obecna możliwość oszczędzania pieniędzy,470,16,248
Bieżący zagraniczny portfel zamówień (strumień) - przetwórstwo przemysłowe,149,2,250
Obroty w handlu detalicznym,112,16,251
Bariery działalności w budownictwie,133,812,251
Bariery działalności w handlu,134,814,248
Opóźnienia płatności,158,801,253
Bieżący stan zapasów wyrobów gotowych - przetwórstwo przemysłowe,148,751,248
Eksport towarów,220,1198,267
Przewidywany zagraniczny portfel zamówień - przetwórstwo przemysłowe,182,796,254
Kwota świadczeń społecznych brutto,4,16,262
Mieszkania oddane do użytkowania,381,110,282
Przewidywane ceny,171,803,258
Przewidywane zamówienia u dostawców - handel,173,955,255
Przeciętne zatrudnienie w sektorze przedsiębiorstw,375,2,265
Remonty statków,235,912,282
Bieżący stan zapasów wyrobów gotowych - przetwórstwo przemysłowe,148,786,249
Saldo obrotów towarowych wg kraju wysyłki,183,1136,264
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,167,751,254
Przeciętne miesięczne wynagrodzenie brutto w sferze budżetowej,399,16,273
Przeciętne zatrudnienie w sektorze przedsiębiorstw,375,2,255
Wskaźniki cen produkcji sprzedanej wyrobów przemysłowych,315,656,269
Bieżąca sytuacja finansowa przedsiębiorstwa,141,960,253
Opóźnienia płatności,158,801,251
Źródła finansowania środków obrotowych w działalności handlowej - środki własne,196,834,251
Wskaźniki cen towarów i usług konsumpcyjnych,305,736,257
Wskaźniki cen towarów i usług konsumpcyjnych,305,908,267
Mieszkania, których budowę rozpoczęto,383,117,264
Pracujący w gospodarce narodowej,397,317,248
Import towarów wg kraju pochodzenia,221,1115,265
Przeciętna miesięczna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych,287,544,257
Bariery działalności w przetwórstwie przemysłowym,135,810,247
Zasiłki z ubezpieczenia społecznego,289,16,269
Mieszkania oddane do użytkowania,381,118,261
Wskaźnik ogólnego klimatu koniunktury,184,960,256
Sieć gazowa,211,663,282
Mieszkania oddane do użytkowania,381,16,261
Źródła finansowania środków obrotowych w działalności handlowej - kredyt bankowy,197,757,252
Dzieci w rodzinach zastępczych,261,713,282
Bieżący zagraniczny portfel zamówień (strumień) - przetwórstwo przemysłowe,149,786,249
Dzieci w rodzinnej pieczy zastępczej,260,612,282
Przewidywany portfel zamówień na rynku krajowym - budownictwo,181,2,248
Mieszkania w budowie,382,16,247
Wskaźniki cen produkcji sprzedanej przemysłu,314,657,263
Import towarów wg kraju pochodzenia,221,1199,253
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,1242,268
Powierzchnia użytkowa mieszkań,207,156,282
Bieżąca sytuacja finansowa przedsiębiorstwa,141,751,250
Wskaźnik ogólnego klimatu koniunktury,184,803,254
Import towarów wg kraju pochodzenia,221,1199,269
Bieżąca produkcja,140,805,257
Odsetek osób zamawiających lub kupujących przez Internet towary lub usługi do użytku prywatnego (w ciągu ostatnich 12 miesięcy),363,137,282
Saldo obrotów towarowych wg kraju wysyłki,183,1194,259
Wskaźnik ufności koniunktury gospodarczej – handel detaliczny,186,16,256
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,167,777,255
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa,139,751,252
Stacje paliw,107,2,282
Bieżąca sprzedaż,137,958,251
Kwota świadczeń pomocy społecznej,282,592,282
Wskaźniki cen produkcji sprzedanej wyrobów przemysłowych,315,656,265
Import towarów wg kraju pochodzenia,221,1243,254
Przewidywana produkcja,168,797,250
Przewidywana sprzedaż,169,777,248
Wskaźnik ogólnego klimatu koniunktury,184,751,257
Przewidywane zatrudnienie,174,777,252
Przyrost naturalny,18,16,250
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa,139,776,250
Powierzchnia użytkowa mieszkań oddanych do użytkowania,387,117,277
Import towarów wg kraju wysyłki,222,1198,265
Import towarów wg kraju pochodzenia,221,1136,253
Saldo obrotów towarowych wg kraju pochodzenia,223,1199,248
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,167,803,258
Saldo obrotów towarowych wg kraju pochodzenia,223,1144,266
Import towarów wg kraju wysyłki,222,1116,269
Przeciętna miesięczna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych,287,16,250
Pracujący w sektorze przedsiębiorstw,377,1242,250
Obecna możliwość oszczędzania pieniędzy,470,16,255
Zapasy wybranych wyrobów u producentów,111,848,333
Przeciętna miesięczna liczba świadczeń z funduszu alimentacyjnego,299,114,282
Przewidywane zatrudnienie,174,803,257
Przewidywany zagraniczny portfel zamówień - przetwórstwo przemysłowe,182,2,252
Przeciętne zatrudnienie w sektorze przedsiębiorstw,375,1242,248
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,16,265
Przeciętne ceny gruntów ornych w obrocie prywatnym,316,486,271
Mieszkania, których budowę rozpoczęto,383,101,282
Wskaźniki cen transakcyjnych w handlu zagranicznym,328,773,267
Import towarów wg kraju pochodzenia,221,1199,255
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym,384,102,259
Saldo obrotów towarowych wg kraju pochodzenia,223,1136,255
Zgłoszenia wynalazków,462,191,282
Bieżąca sytuacja finansowa przedsiębiorstwa,141,776,252
Źródła finansowania środków obrotowych w działalności handlowej - kredyt kupiecki,198,796,257
Obroty w handlu detalicznym,112,16,249
Wskaźniki cen produkcji sprzedanej przemysłu,314,658,251
Eksport towarów,220,1115,264
Saldo obrotów towarowych wg kraju wysyłki,183,1194,247
Saldo obrotów towarowych wg kraju wysyłki,183,1115,268
Wskaźnik ufności koniunktury gospodarczej – budownictwo,185,16,254
Pozwolenia na budowę i zgłoszenia z projektem budowlanym budowy nowych budynków mieszkalnych,390,113,275
Saldo obrotów towarowych wg kraju pochodzenia,223,1194,248
Wskaźniki cen towarów i usług konsumpcyjnych,305,736,260
Eksport towarów,220,1243,254
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa,139,803,252
Wskaźnik ogólnego klimatu koniunktury,184,960,258
Wskaźniki cen towarów i usług konsumpcyjnych,305,909,249
Przewidywany portfel zamówień na rynku krajowym - budownictwo,181,796,253
Wykorzystanie mocy produkcyjnych przedsiębiorstwa,189,805,257
Wskaźniki cen produkcji sprzedanej wyrobów przemysłowych,315,1259,249
Saldo obrotów towarowych wg kraju pochodzenia,223,1115,254
Bariery działalności w usługach,136,817,256
Bieżący portfel zamówień na rynku krajowym - budownictwo,146,2,255
Ceny detaliczne towarów nieżywnościowych i usług konsumpcyjnych,302,750,252
Przewidywane źródła finansowania działalności usługowej - kredyt bankowy zagraniczny,176,787,248
Źródła finansowania środków obrotowych w działalności handlowej - kredyt bankowy,197,834,251
Obecne dokonywanie ważnych zakupów,471,16,252
Bieżący portfel zamówień na rynku krajowym - budownictwo,146,796,250
Saldo obrotów towarowych wg kraju pochodzenia,223,1116,267
Źródła finansowania środków obrotowych w działalności handlowej - kredyt kupiecki,198,757,251
Obecne dokonywanie ważnych zakupów,471,16,250
Saldo obrotów towarowych wg kraju wysyłki,183,1199,253
Bariery działalności w przetwórstwie przemysłowym,135,810,254
Bieżąca sytuacja finansowa przedsiębiorstwa,141,960,257
Sprzedaż detaliczna towarów,109,688,282
Przewidywany zagraniczny portfel zamówień - przetwórstwo przemysłowe,182,2,256
Bieżący popyt - usługi,143,787,251
Import towarów wg kraju wysyłki,222,1144,267
Bieżący zagraniczny portfel zamówień (strumień) - przetwórstwo przemysłowe,149,2,253
Kwota świadczeń społecznych brutto,4,16,266
Renty socjalne,290,16,258
Przewidywane zatrudnienie,174,777,255
Przewidywane źródła finansowania działalności usługowej - środki z budżetu państwa,178,819,251
Udzielone patenty,463,169,282
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,167,777,248
Import towarów wg kraju wysyłki,222,1194,262
Przeciętne ceny produktów rolnych uzyskiwane przez rolników na targowiskach,317,779,258
Opóźnienia płatności,158,799,249
Flota rybacka,242,1013,282
Bariery działalności w budownictwie,133,812,256
Flota rybacka,242,1014,282
Przewidywany popyt,179,958,253
Bieżący portfel zamówień krajowy i zagraniczny (strumień) - przetwórstwo przemysłowe,144,796,250
Przewidywana produkcja,168,805,247
Przewidywany zagraniczny portfel zamówień - przetwórstwo przemysłowe,182,751,255
Przewidywane ceny,171,776,251
Eksport towarów,220,1199,282
Import towarów wg kraju pochodzenia,221,1115,249
Średnie ceny lokali mieszkalnych sprzedanych w ramach transakcji rynkowych,308,485,282
Bariery działalności w przetwórstwie przemysłowym,135,811,258
Wychowankowie instytucjonalnej pieczy zastępczej (powyżej 18 roku życia), którzy ubyli w roku sprawozdawczym,272,599,282
Bieżąca sprzedaż,137,804,254
Przewidywane zatrudnienie,174,803,252
Wskaźniki cen towarów i usług konsumpcyjnych,305,736,266
Import towarów wg kraju wysyłki,222,1198,254
Bieżąca sprzedaż,137,804,250
Zasiłki z ubezpieczenia społecznego,289,16,268
Bieżący wskaźnik ufności konsumenckiej (BWUK),469,16,250
Saldo obrotów towarowych wg kraju wysyłki,183,1144,260
Eksport towarów,220,1115,256
Przewidywany portfel zamówień na rynku krajowym - budownictwo,181,2,257
Źródła finansowania środków obrotowych w działalności handlowej - środki własne,196,834,255
Wskaźniki cen importu i eksportu,329,772,257
Import towarów wg kraju wysyłki,222,1115,263
Absolwenci uczelni,450,988,282
Pozycja przedsiębiorstwa wobec konkurencji na innych rynkach zagranicznych poza krajami Unii Europejskiej - przetwórstwo przemysłowe,160,786,256
Mieszkania oddane do użytkowania,381,16,258
Personel wewnętrzny w działalności badawczej i rozwojowej w zakresie nanotechnologii,461,159,282
Przewidywane zamówienia u dostawców - handel,173,757,257
Przewidywane źródła finansowania działalności usługowej - środki własne,177,787,254
Ceny detaliczne towarów żywnościowych,303,740,251
Przeciętne zatrudnienie w sektorze przedsiębiorstw,375,2,261
Przewidywany portfel zamówień na rynku krajowym - budownictwo,181,2,253
Wylężone pisklęta,1115,933,282
Urodzenia martwe,573,439,282
Przyszłe wydatki na ważne zakupy,474,16,249
Zmiany cen konsumpcyjnych w najbliższych 12 miesiącach,476,16,254
Przychody ogółem (przychody z całokształtu działalności) przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1273,710,277
Produkcja usług biznesowych,1516,1217,251
Przyszłe wydatki na ważne zakupy,474,16,251
Przeciętne miesięczne przychody netto na 1 osobę w gospodarstwach domowych,515,268,282
Zużycie pośrednie,1045,1099,270
Podatek akcyzowy przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1422,710,276
Pozostałe koszty operacyjne przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1258,710,274
Wylężone pisklęta,1115,933,258
Stałe punkty sprzedaży drobnodetalicznej,908,2,282
Wartość kosztorysowa inwestycji rozpoczętych przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1360,1211,276
Ludność - BAEL,1507,1163,271
Produkcja sprzedana przemysłu,814,2,255
Import towarów i usług,1024,1075,282
Pojazdy drogowe zarejestrowane,851,741,282
Wskaźnik poziomu kosztów przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób, prowadzących księgi rachunkowe,1299,2,282
Statki przybrzeżnej floty transportowej,546,766,282
Odpady (z wyłączeniem odpadów komunalnych) wytworzone,580,951,282
Jednostki podstawowe służby medycyny pracy,980,2,282
Wartość dodana brutto,1044,16,272
Należności długoterminowe przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób, prowadzących księgi rachunkowe,1348,702,282
Zmiany poziomu bezrobocia w najbliższych 12 miesiącach (ze znakiem przeciwnym),479,16,254
Rozwody,569,530,282
Pozostałe przychody operacyjne przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1261,710,274
Zgony niemowląt na 1000 urodzeń żywych,593,16,252
Zobowiązania krótkoterminowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1366,710,275
Wskaźnik płynności finansowej II stopnia przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób, prowadzących księgi rachunkowe,1293,702,282
Wskaźnik wolnych miejsc pracy,1583,2,272
Powierzchnia otuliny rezerwatów przyrody,488,119,282
Saldo wymiany towarów i usług z zagranicą,1039,16,273
Koszty finansowe przedsiębiorstw niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1247,709,280
Krótkoterminowe aktywa finansowe przedsiębiorstw niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1347,709,281
Przychody netto ze sprzedaży towarów i materiałów przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób, prowadzących księgi rachunkowe,1272,2,282
Aktywne organizacje non-profit,562,336,322
Udział liczby przedsiębiorstw wykazujących zysk netto w ogólnej liczbie przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1284,29,276
Bezrobotni zarejestrowani,507,1157,253
Pracujący - BAEL,1509,1163,272
Saldo wymiany towarów i usług z zagranicą,1039,16,282
Wskaźnik płynności finansowej I stopnia przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1288,29,276
Wynik finansowy ze sprzedaży produktów, towarów i materiałów przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1325,29,275
Średnia powierzchnia ekologicznych użytków rolnych w gospodarstwie rolnym,1131,2,282
Import towarów i usług,1024,1075,273
Strata netto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1277,687,275
Koszty ogółem (koszty uzyskania przychodów z całokształtu działalności) przedsiębiorstw niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1250,709,280
Zmiany poziomu bezrobocia w najbliższych 12 miesiącach (ze znakiem przeciwnym),479,16,247
