nazwa-zmienna,id-zmienna,id-przekroj,id-okres
Sieć wodociągowa przesyłowa (magistralna),218,1234,282
Przewidywane ceny,171,803,255
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa,139,803,249
Bierni zawodowo - BAEL (do 2020 r.),368,221,270
Wskaźniki cen usług transportu, gospodarki magazynowej i telekomunikacji,327,605,267
Opóźnienia płatności,158,802,258
Eksport towarów,220,1115,261
Wskaźniki cen towarów i usług konsumpcyjnych,305,736,268
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,16,252
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa,139,777,257
Pracujący w gospodarce narodowej,397,317,254
Bieżąca sytuacja finansowa przedsiębiorstwa,141,960,251
Saldo obrotów towarowych wg kraju wysyłki,183,1243,262
Przeciętna miesięczna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych,287,544,248
Przewidywane zatrudnienie,174,751,249
Import towarów wg kraju wysyłki,222,1198,267
Przewidywany portfel zamówień krajowy i zagraniczny - przetwórstwo przemysłowe,180,786,247
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,167,960,253
Wskaźniki cen produkcji budowlano-montażowej,312,93,260
Przewidywana produkcja,168,797,257
Wskaźniki cen towarów i usług konsumpcyjnych,305,739,251
Odsetek osób zamawiających lub kupujących przez Internet towary lub usługi do użytku prywatnego (w ciągu ostatnich 12 miesięcy),363,1208,282
Import towarów wg kraju pochodzenia,221,1246,267
Przewidywany popyt,179,777,257
Przewidywane ceny,171,803,254
Wykorzystanie mocy produkcyjnych przedsiębiorstwa,189,797,253
Pracujący w sektorze przedsiębiorstw,377,12,251
Wychowankowie placówek instytucjonalnej pieczy zastępczej,269,595,282
Saldo obrotów towarowych wg kraju wysyłki,183,1243,253
Eksport towarów,220,1246,255
Izby oddane do użytkowania,378,117,274
Wskaźniki cen producentów usług związanych z obsługą działalności gospodarczej,311,604,276
Wskaźniki cen towarów i usług konsumpcyjnych,305,909,261
Przyrost naturalny,18,16,255
Wskaźnik ogólnego klimatu koniunktury,184,777,250
Eksport towarów,220,1199,264
Eksport towarów,220,1144,266
Przeciętna miesięczna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych,287,16,267
Sprzedaż detaliczna towarów,109,849,253
Bieżący zagraniczny portfel zamówień (strumień) - przetwórstwo przemysłowe,149,2,255
Import towarów wg kraju wysyłki,222,1198,263
Import towarów wg kraju pochodzenia,221,1194,251
Źródła finansowania środków obrotowych w działalności handlowej - środki własne,196,796,258
Małżeństwa na 1000 ludności,29,391,278
Wskaźnik ufności koniunktury gospodarczej – handel detaliczny,186,16,255
Źródła finansowania środków obrotowych w działalności handlowej - kredyt bankowy,197,834,257
Źródła finansowania środków obrotowych w działalności handlowej - kredyt kupiecki,198,796,255
Bieżący stan zapasów wyrobów gotowych - przetwórstwo przemysłowe,148,2,249
Przewidywane zamówienia u dostawców - handel,173,834,250
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,12,256
Eksport towarów,220,1144,267
Wskaźniki cen usług transportu, gospodarki magazynowej i telekomunikacji,327,605,272
Saldo obrotów towarowych wg kraju wysyłki,183,1144,282
Przewidywany portfel zamówień na rynku krajowym - budownictwo,181,2,254
Saldo obrotów towarowych wg kraju pochodzenia,223,1116,251
Liczba emerytów i rencistów,283,1192,250
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,167,777,249
Bezrobotni - BAEL (do 2020 r.),367,1163,272
Bariery działalności w budownictwie,133,813,252
Urodzenia żywe na 1000 ludności,28,1216,278
Ceny detaliczne towarów nieżywnościowych i usług konsumpcyjnych,302,750,254
Relacje cen detalicznych do cen skupu,319,784,252
Przewidywane nakłady inwestycyjne - handel,172,834,249
Relacje ceny skupu 1 kg żywca wieprzowego do cen produktów rolnych,321,783,250
Eksport towarów,220,1116,249
Sprzedaż detaliczna towarów,109,827,268
Strajki,415,7,282
Wykorzystanie mocy produkcyjnych przedsiębiorstwa,189,797,255
Bieżący portfel zamówień na rynku krajowym - budownictwo,146,796,247
Wskaźniki cen lokali mieszkalnych,310,484,272
Podmioty gospodarcze posiadające sklepy,104,836,282
Przewidywana sytuacja finansowa przedsiębiorstwa,170,751,250
Saldo obrotów towarowych wg kraju wysyłki,183,1243,247
Saldo obrotów towarowych wg kraju pochodzenia,223,1116,269
Źródła finansowania środków obrotowych w działalności handlowej - kredyt kupiecki,198,757,257
Eksport towarów,220,1136,259
Saldo obrotów towarowych wg kraju wysyłki,183,1144,269
Wskaźniki cen produkcji budowlano-montażowej,312,93,250
Wskaźniki cen produkcji budowlano-montażowej,312,93,255
Przewidywana produkcja,168,801,252
Wolontariusze w instytucjonalnej pieczy zastępczej,273,595,282
Import towarów wg kraju wysyłki,222,1198,249
Relacje ceny skupu 1 kg żywca wieprzowego do cen produktów rolnych,321,783,256
Wystawy w galeriach sztuki,131,189,282
Import towarów wg kraju pochodzenia,221,1194,259
Przyrost naturalny na 1000 ludności,24,16,254
Mieszkania, których budowę rozpoczęto,383,16,271
Przeciętna miesięczna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych,287,544,268
Wskaźniki cen produkcji sprzedanej wyrobów przemysłowych,315,1259,251
Przewidywane ceny,171,803,248
Saldo obrotów towarowych wg kraju wysyłki,183,1246,260
Placówki wychowania przedszkolnego,455,948,282
Przyrost naturalny na 1000 ludności,24,16,247
Stopa bezrobocia - BAEL (do 2020 r.),369,221,271
Przewidywane zatrudnienie,174,776,255
Udzielone noclegi w turystycznych obiektach noclegowych,94,1304,256
Obecna możliwość oszczędzania pieniędzy,470,16,282
Powierzchnia użytkowa nowych budynków zbiorowego zamieszkania oraz nowych budynków niemieszkalnych, na których budowę wydano pozwolenia,389,115,275
Import towarów wg kraju wysyłki,222,1243,282
Wskaźniki cen towarów i usług konsumpcyjnych,305,736,271
Mieszkania oddane do użytkowania,381,111,282
Wskaźniki cen producentów usług związanych z obsługą działalności gospodarczej,311,604,277
Mieszkania oddane do użytkowania,381,102,270
Sklepy,106,688,282
Stopień wykorzystania miejsc noclegowych w turystycznych obiektach noclegowych,95,1297,271
Saldo obrotów towarowych wg kraju pochodzenia,223,1246,260
Import towarów wg kraju wysyłki,222,1116,266
Pracujący - BAEL (do 2020 r.),1,1163,273
Przewidywany portfel zamówień na rynku krajowym - budownictwo,181,16,254
Przewidywany portfel zamówień na rynku krajowym - budownictwo,181,16,257
Saldo obrotów towarowych wg kraju wysyłki,183,1144,253
Mieszkania oddane do użytkowania,381,118,265
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,16,251
Wolne miejsca pracy,426,45,272
Zasiłki i świadczenia przedemerytalne,291,16,253
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,167,960,255
Mieszkania, których budowę rozpoczęto,383,117,268
Import towarów wg kraju wysyłki,222,1144,264
Bieżący stan zapasów wyrobów gotowych - przetwórstwo przemysłowe,148,751,258
Wskaźniki cen produkcji sprzedanej przemysłu,314,658,265
Personel wewnętrzny w działalności badawczej i rozwojowej w zakresie biotechnologii,459,159,282
Saldo obrotów towarowych wg kraju wysyłki,183,1116,249
Przewidywana produkcja,168,751,253
Przyłącza gazowe prowadzące do budynków mieszkalnych i niemieszkalnych,214,1071,282
Zagwarantowany okres działania przedsiębiorstwa - usługi,190,787,257
Wskaźnik ogólnego klimatu koniunktury,184,803,257
Wskaźniki cen produkcji sprzedanej przemysłu,314,657,265
Sprzedaż detaliczna towarów,109,827,258
Eksport towarów,220,1116,265
Saldo obrotów towarowych wg kraju wysyłki,183,1116,247
Saldo obrotów towarowych wg kraju wysyłki,183,1144,255
Przewidywany portfel zamówień krajowy i zagraniczny - przetwórstwo przemysłowe,180,796,247
Bezrobotni - BAEL (do 2020 r.),367,221,273
Liczba emerytów i rencistów,283,1192,266
Wskaźniki cen importu i eksportu,329,772,249
Saldo obrotów towarowych wg kraju pochodzenia,223,1194,264
Dorośli skazani prawomocnie,295,894,282
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,2,258
Źródła finansowania środków obrotowych w działalności handlowej - kredyt bankowy,197,796,252
Pracujący w sektorze przedsiębiorstw,377,2,252
Instytucjonalna piecza zastępcza,267,593,282
Gęstość zaludnienia,8,391,282
Wskaźniki cen produkcji sprzedanej przemysłu,314,657,257
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,167,776,253
Import towarów wg kraju pochodzenia,221,1115,252
Mieszkania oddane do użytkowania,381,102,268
Import towarów wg kraju wysyłki,222,1144,251
Powierzchnia użytkowa mieszkań w nowych budynkach mieszkalnych, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym,388,113,277
Gęstość zaludnienia,8,429,282
Bieżąca produkcja,140,805,251
Obecna możliwość oszczędzania pieniędzy,470,16,256
Przeciętne zatrudnienie w sektorze przedsiębiorstw,375,12,268
Bieżący stan zapasów wyrobów gotowych - przetwórstwo przemysłowe,148,796,251
Dzieci przebywające w placówkach opieki nad dziećmi do lat 3 (stan na 31 XII),246,16,282
Przewidywane ceny,171,751,255
Przewidywane nakłady inwestycyjne - handel,172,757,248
Przewidywane ceny,171,777,248
Przewidywane źródła finansowania działalności usługowej - środki własne,177,819,251
Zmiana nakładów na inwestycje w roku bieżącym w stosunku do nakładów z ubiegłego roku,164,751,328
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,167,803,249
Przeciętna miesięczna emerytura i renta brutto rolników indywidualnych,288,16,254
Wskaźnik zatrudnionych w warunkach zagrożenia,418,207,282
Pracujący - BAEL (do 2020 r.),1,221,270
Przewidywane zatrudnienie,174,751,254
Sprzedaż hurtowa towarów,110,832,248
Saldo obrotów towarowych wg kraju wysyłki,183,1115,267
Źródła finansowania środków obrotowych w działalności handlowej - kredyt bankowy,197,796,250
Eksport towarów,220,1246,269
Import towarów wg kraju pochodzenia,221,1115,248
Saldo obrotów towarowych wg kraju pochodzenia,223,1243,252
Bieżąca sytuacja finansowa przedsiębiorstwa,141,803,253
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa,139,751,258
Opóźnienia płatności,158,751,250
Kubatura budynków oddanych do użytkowania,380,105,282
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,2,250
Bariery działalności w usługach,136,818,249
System wag stosowany w obliczeniach wskaźników cen towarów i usług konsumpcyjnych,304,738,282
Udzielone noclegi w turystycznych obiektach noclegowych,94,179,282
Import towarów wg kraju pochodzenia,221,1115,262
Przeciętne zatrudnienie w sektorze przedsiębiorstw,375,12,262
Relacje cen detalicznych do cen skupu,319,784,256
Bieżący portfel zamówień krajowy i zagraniczny (strumień) - przetwórstwo przemysłowe,144,796,248
Przewidywane nakłady inwestycyjne - handel,172,796,258
Kwota świadczeń społecznych brutto,4,16,259
Eksport towarów,220,1115,253
Import towarów wg kraju pochodzenia,221,1116,250
Pozycja przedsiębiorstwa wobec konkurencji na innych rynkach zagranicznych poza krajami Unii Europejskiej - przetwórstwo przemysłowe,160,2,250
Eksport towarów,220,1136,282
Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych,309,485,270
Bariery działalności w budownictwie,133,813,255
Mieszkania, których budowę rozpoczęto,383,117,266
Przewidywana produkcja,168,801,254
Powierzchnia użytkowa mieszkań oddanych do użytkowania,387,118,261
Opóźnienia płatności,158,751,257
Źródła finansowania środków obrotowych w działalności handlowej - kredyt bankowy,197,796,247
Import towarów wg kraju pochodzenia,221,1116,258
Wskaźniki cen towarów i usług konsumpcyjnych,305,736,262
Kwota świadczeń emerytalno-rentowych,285,1192,269
Mieszkania oddane do użytkowania,381,102,282
Wskaźnik ogólnego klimatu koniunktury,184,776,252
Import towarów wg kraju pochodzenia,221,1116,248
Import towarów wg kraju wysyłki,222,1136,266
Zapasy wybranych wyrobów u producentów,111,848,332
Import towarów wg kraju wysyłki,222,1194,259
Przeciętne zatrudnienie w sektorze przedsiębiorstw,375,1242,251
Import towarów wg kraju pochodzenia,221,1136,248
Członkowie grup artystycznych,114,537,282
Przewidywana sytuacja finansowa przedsiębiorstwa,170,751,248
Przewidywany zagraniczny portfel zamówień - przetwórstwo przemysłowe,182,2,249
Import towarów wg kraju wysyłki,222,1144,255
Wskaźniki cen usług transportu, gospodarki magazynowej i telekomunikacji,327,605,275
Eksport towarów,220,1243,253
Bieżący portfel zamówień na rynku krajowym - budownictwo,146,2,258
Wskaźniki cen towarów i usług konsumpcyjnych,305,908,249
Domy studenckie,444,16,282
Saldo obrotów towarowych wg kraju wysyłki,183,1194,258
Dostawy towarów konsumpcyjnych,108,820,276
Eksport towarów,220,1116,268
Eksport towarów,220,1116,258
Urodzenia żywe na 1000 ludności,28,1215,282
Przyrost naturalny,18,16,249
Pracujący - BAEL (do 2020 r.),1,221,271
Wskaźnik wolumenu w obrotach handlu zagranicznego w imporcie,228,789,268
Bieżąca sprzedaż,137,804,252
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa,139,751,247
Ceny producentów wyrobów spożywczych,313,655,258
Przeciętne miesięczne wynagrodzenie brutto w sferze budżetowej,399,16,282
Import towarów wg kraju wysyłki,222,1194,264
Magazyny handlowe,103,833,331
Eksport towarów,220,1116,251
Sprzedaż detaliczna towarów,109,825,282
Przewidywany popyt,179,777,249
Eksport towarów,220,1246,257
Mieszkania, których budowę rozpoczęto,383,117,247
Wskaźniki cen produkcji budowlano-montażowej,312,93,259
Wskaźniki cen towarów i usług konsumpcyjnych,305,736,258
Relacje cen detalicznych do cen skupu,319,784,255
Produkcja budowlano-montażowa,392,93,256
Bieżący portfel zamówień krajowy i zagraniczny (strumień) - przetwórstwo przemysłowe,144,16,251
Przewidywane ceny,171,777,247
Przewidywana sprzedaż,169,804,250
Saldo obrotów towarowych wg kraju pochodzenia,223,1116,256
Pracujący w gospodarce narodowej,397,317,253
Import towarów wg kraju pochodzenia,221,1199,262
Bieżący stan zapasów wyrobów gotowych - przetwórstwo przemysłowe,148,786,252
Produkcja budowlano-montażowa,392,93,266
Przewidywane źródła finansowania działalności usługowej - kredyt bankowy krajowy,175,787,258
Bieżąca sytuacja finansowa przedsiębiorstwa,141,751,253
Mieszkańcy placówek stacjonarnych pomocy społecznej (stan na 31 XII),277,630,282
Wydatki na świadczenia rodzinne,297,39,282
Przewidywany popyt,179,777,252
Przewidywana produkcja,168,797,256
Bieżący popyt - usługi,143,787,258
Ogólny wskaźnik syntetyczny koniunktury gospodarczej GUS (SI),157,935,256
Bariery działalności w budownictwie,133,813,254
Import towarów wg kraju pochodzenia,221,1198,251
Przewidywane nakłady inwestycyjne - handel,172,834,255
Odsetek przedsiębiorstw dokonujących sprzedaży poprzez Internet,336,3,282
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,167,751,252
Import towarów wg kraju pochodzenia,221,1198,248
Akta udostępnione w archiwach państwowych,424,21,282
Kubatura nowych budynków mieszkalnych oddanych do użytkowania,379,117,275
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa,139,777,247
Import towarów wg kraju wysyłki,222,1199,264
Wskaźniki cen importu i eksportu,329,772,267
Import towarów wg kraju wysyłki,222,1243,256
Saldo obrotów towarowych wg kraju wysyłki,183,1198,260
Import towarów wg kraju pochodzenia,221,1199,261
Przewidywane źródła finansowania działalności usługowej - kredyt bankowy krajowy,175,787,250
Bieżący portfel zamówień krajowy i zagraniczny (strumień) - przetwórstwo przemysłowe,144,2,257
Przeciętna miesięczna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych,287,544,251
Bieżący stan zapasów towarów - handel,147,757,257
Nowe budynki mieszkalne oddane do użytkowania,385,117,277
Wykorzystanie mocy produkcyjnych przedsiębiorstwa,189,805,255
Bieżący stan zapasów wyrobów gotowych - przetwórstwo przemysłowe,148,796,255
Zatrudnieni na podstawie stosunku pracy w organizacjach non-profit,85,367,323
Bieżąca produkcja,140,797,255
Bieżący popyt - usługi,143,787,247
Wskaźnik ogólnego klimatu koniunktury,184,777,252
Źródła finansowania inwestycji - inne,191,751,329
Przeciętna miesięczna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych,287,16,259
Przeciętne zatrudnienie w sektorze przedsiębiorstw,375,12,254
Saldo obrotów towarowych wg kraju pochodzenia,223,1199,259
Bieżąca produkcja,140,805,254
Import towarów wg kraju wysyłki,222,1116,256
Całkowita emisja zanieczyszczeń powietrza,348,996,282
Przewidywany zagraniczny portfel zamówień - przetwórstwo przemysłowe,182,786,253
Saldo obrotów towarowych wg kraju pochodzenia,223,1246,255
Sprzedaż hurtowa towarów,110,832,256
Bieżący stan zapasów wyrobów gotowych - przetwórstwo przemysłowe,148,751,256
Bieżąca sytuacja finansowa przedsiębiorstwa,141,803,248
Wskaźnik ufności koniunktury gospodarczej – handel detaliczny,186,16,257
Przewidywana sprzedaż,169,798,254
Przewidywana sytuacja finansowa przedsiębiorstwa,170,803,252
Saldo obrotów towarowych wg kraju wysyłki,183,1243,258
Saldo obrotów towarowych wg kraju pochodzenia,223,1243,248
Bieżący portfel zamówień na rynku krajowym - budownictwo,146,2,252
Wskaźniki cen produkcji sprzedanej przemysłu,314,658,258
Przeciętne zatrudnienie w sektorze przedsiębiorstw,375,2,248
Turyści korzystający z turystycznych obiektów noclegowych,93,1283,272
Wykorzystanie mocy produkcyjnych przedsiębiorstwa,189,805,254
Aktywni zawodowo - BAEL (do 2020 r.),366,1163,271
Przewidywana produkcja,168,805,252
Przewidywane ceny,171,751,254
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,167,776,256
Indywidualne przydomowe oczyszczalnie ścieków,208,156,282
Przewidywane zamówienia u dostawców - handel,173,834,256
Eksport towarów,220,1194,269
Mieszkania oddane do użytkowania,381,16,260
Imprezy (wydarzenia kulturalne),118,523,282
Wskaźniki cen importu i eksportu,329,772,259
Zużycie na wsad przemian,243,866,282
Absolwenci,436,1272,282
Wskaźniki cen produkcji sprzedanej wyrobów przemysłowych,315,656,268
Powierzchnia strefy ochronnej zwierzyny parku narodowego,357,122,282
Przewidywana produkcja,168,751,250
Przewidywane źródła finansowania działalności usługowej - środki z budżetu państwa,178,787,250
Mieszkania w budowie,382,16,273
Wskaźniki cen transakcyjnych w handlu zagranicznym,328,773,259
Przewidywana sprzedaż,169,777,257
Wskaźnik ogólnego klimatu koniunktury,184,803,255
Urodzenia żywe na 1000 ludności,28,16,254
Pracujący w sektorze przedsiębiorstw,377,2,248
Współczynnik aktywności zawodowej - BAEL (do 2020 r.),371,221,271
Opóźnienia płatności,158,799,258
Zagwarantowany okres działania przedsiębiorstwa - usługi,190,787,255
Pracujący w sektorze przedsiębiorstw,377,12,255
Sprzedaż hurtowa towarów,110,832,259
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,16,263
Kwota świadczeń emerytalno-rentowych,285,1192,248
Import towarów wg kraju pochodzenia,221,1136,265
Przewidywany portfel zamówień na rynku krajowym - budownictwo,181,16,258
Saldo obrotów towarowych wg kraju pochodzenia,223,1243,258
Wskaźniki cen towarów i usług konsumpcyjnych,305,909,255
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,16,268
Przewidywany portfel zamówień krajowy i zagraniczny - przetwórstwo przemysłowe,180,16,251
Źródła finansowania środków obrotowych w działalności handlowej - kredyt bankowy,197,796,251
Przewidywana sytuacja finansowa przedsiębiorstwa,170,777,252
Import towarów wg kraju pochodzenia,221,1116,252
Sprzedaż hurtowa towarów,110,832,265
Powierzchnia użytkowa mieszkań oddanych do użytkowania,387,109,282
Saldo obrotów towarowych wg kraju pochodzenia,223,1199,251
Eksport towarów,220,1144,261
Wskaźniki cen produkcji sprzedanej przemysłu,314,658,257
Powierzchnia użytkowa mieszkań oddanych do użytkowania,387,117,274
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa,139,776,254
Sprzedaż hurtowa towarów,110,832,267
Bieżąca sprzedaż,137,798,249
Przewidywana produkcja,168,801,247
Bieżąca sytuacja finansowa przedsiębiorstwa,141,777,252
Bieżący popyt - usługi,143,961,257
Saldo obrotów towarowych wg kraju wysyłki,183,1136,265
Opóźnienia płatności,158,957,251
Koordynator rodzinnej pieczy zastępczej,266,16,282
Zasiłki z ubezpieczenia społecznego,289,16,250
Bariery działalności w przetwórstwie przemysłowym,135,809,250
Sprzedaż detaliczna towarów,109,849,257
Saldo obrotów towarowych wg kraju pochodzenia,223,1136,263
Rodziny wspomagane przez asystentów rodzin,251,16,282
Mieszkania, których budowę rozpoczęto,383,117,260
Opóźnienia płatności,158,801,256
Mieszkańcy placówek stacjonarnych pomocy społecznej (stan na 31 XII),277,624,282
Sprzedaż detaliczna towarów,109,827,250
Wskaźniki cen usług transportu, gospodarki magazynowej i telekomunikacji,327,605,249
Import towarów wg kraju wysyłki,222,1144,256
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,2,257
Wskaźnik wolumenu w obrotach handlu zagranicznego w imporcie,228,789,247
Saldo obrotów towarowych wg kraju wysyłki,183,1194,264
Eksport towarów,220,1116,262
Ogólny wskaźnik syntetyczny koniunktury gospodarczej GUS (SI),157,935,257
Wskaźniki cen produkcji sprzedanej przemysłu,314,657,250
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa,139,803,255
Współczynnik obciążenia demograficznego ludnością w wieku przedprodukcyjnym,11,391,282
Przewidywane źródła finansowania działalności usługowej - kredyt bankowy zagraniczny,176,787,256
Zmiana nakładów przewidywanych na inwestycje w następnym roku w stosunku do nakładów w roku bieżącym,165,801,329
Przeciętna miesięczna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych,287,16,247
Bieżący portfel zamówień krajowy i zagraniczny (strumień) - przetwórstwo przemysłowe,144,786,255
Import towarów wg kraju pochodzenia,221,1194,263
Bieżąca produkcja,140,805,256
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,167,777,247
Źródła finansowania środków obrotowych w działalności handlowej - środki własne,196,757,249
Wskaźniki cen towarów i usług konsumpcyjnych,305,739,247
Przewidywana sytuacja finansowa przedsiębiorstwa,170,803,247
Saldo obrotów towarowych wg kraju wysyłki,183,1199,268
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,2,263
Saldo obrotów towarowych wg kraju wysyłki,183,1136,248
Wynajęte pokoje w obiektach hotelowych,92,1300,272
Przeciętna miesięczna emerytura i renta brutto rolników indywidualnych,288,16,256
Pracujący w sektorze przedsiębiorstw,377,2,249
Bieżąca sytuacja finansowa przedsiębiorstwa,141,776,253
Saldo obrotów towarowych wg kraju wysyłki,183,1115,261
Wskaźnik ufności koniunktury gospodarczej – usługi,188,16,249
Studenci uczący się nowożytnych języków obcych na uczelniach,443,984,282
Pracujący w sektorze przedsiębiorstw,377,12,248
Przewidywane źródła finansowania działalności usługowej - kredyt bankowy krajowy,175,787,253
Produkcja budowlano-montażowa,392,94,282
Pracujący w sektorze przedsiębiorstw,377,12,253
Bieżąca sytuacja finansowa przedsiębiorstwa,141,960,255
Import towarów wg kraju wysyłki,222,1136,258
Produkcja budowlano-montażowa,392,96,277
Bieżący wskaźnik ufności konsumenckiej (BWUK),469,16,272
Wskaźniki cen importu i eksportu,329,772,251
Import towarów wg kraju wysyłki,222,1246,251
Bieżący zagraniczny portfel zamówień (strumień) - przetwórstwo przemysłowe,149,796,249
Przewidywany zagraniczny portfel zamówień - przetwórstwo przemysłowe,182,751,250
Saldo obrotów towarowych wg kraju pochodzenia,223,1246,266
Bieżący portfel zamówień na rynku krajowym - budownictwo,146,16,252
Import towarów wg kraju pochodzenia,221,1243,265
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa,139,960,257
Bieżący popyt - usługi,143,819,249
Bieżący zagraniczny portfel zamówień (strumień) - przetwórstwo przemysłowe,149,751,257
Produkcja budowlano-montażowa,392,93,282
Wskaźniki cen importu i eksportu,329,772,268
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa,139,751,253
Bieżący zagraniczny portfel zamówień (strumień) - przetwórstwo przemysłowe,149,796,252
Eksport towarów,220,1116,254
Pracujący w sektorze przedsiębiorstw,377,12,247
Bariery działalności w usługach,136,817,252
Wskaźniki cen spożycia w sektorze gospodarstw domowych,142,16,282
Bieżący portfel zamówień krajowy i zagraniczny (strumień) - przetwórstwo przemysłowe,144,16,255
Eksport towarów,220,1144,250
Przewidywane źródła finansowania działalności usługowej - kredyt bankowy zagraniczny,176,819,247
Kwota świadczeń emerytalno-rentowych,285,1192,254
Eksport towarów,220,1198,256
Przeciętne zatrudnienie w sektorze przedsiębiorstw,375,2,250
Odsetek przedsiębiorstw zatrudniających specjalistów ICT,339,2,282
Wykorzystanie mocy produkcyjnych przedsiębiorstwa,189,956,254
Odsetek osób regularnie korzystających z Internetu,362,138,282
Saldo obrotów towarowych wg kraju pochodzenia,223,1246,262
Wskaźniki cen produkcji sprzedanej przemysłu,314,658,264
Przewidywane ceny,171,776,253
Wskaźniki cen towarów i usług konsumpcyjnych,305,736,254
Saldo obrotów towarowych wg kraju pochodzenia,223,1199,282
Sprzedaż detaliczna towarów,109,849,260
Saldo obrotów towarowych wg kraju wysyłki,183,1144,250
Przewidywana sytuacja finansowa przedsiębiorstwa,170,776,255
Zatrudnieni według badania struktury wynagrodzeń,403,49,324
Mieszkania oddane do użytkowania,381,102,266
Bieżący popyt - usługi,143,961,255
Eksport towarów,220,1144,252
Wskaźniki cen skupu produktów rolnych,324,775,258
Bieżący stan zapasów towarów - handel,147,834,250
Aktywni zawodowo - BAEL (do 2020 r.),366,221,270
System wag stosowany w obliczeniach wskaźników cen towarów i usług konsumpcyjnych,304,909,282
Bieżąca sytuacja finansowa przedsiębiorstwa,141,777,257
Kwota świadczeń społecznych brutto,4,16,269
Przewidywany portfel zamówień krajowy i zagraniczny - przetwórstwo przemysłowe,180,16,254
Eksport towarów,220,1243,268
Stopień wykorzystania pokoi w obiektach hotelowych,96,1299,271
Bieżący wskaźnik ufności konsumenckiej (BWUK),469,16,257
Koła /kluby/sekcje,119,523,282
Saldo obrotów towarowych wg kraju pochodzenia,223,1198,266
Przeciętne zatrudnienie w sektorze przedsiębiorstw,375,2,257
Eksport towarów,220,1144,269
Współczynnik aktywności zawodowej - BAEL (do 2020 r.),371,221,282
Uczniowie,435,1272,282
Przewidywane ceny,171,751,258
Bieżący portfel zamówień krajowy i zagraniczny (strumień) - przetwórstwo przemysłowe,144,786,257
Wypożyczenia księgozbioru,129,591,282
Saldo obrotów towarowych wg kraju pochodzenia,223,1116,259
Wskaźniki cen towarów i usług konsumpcyjnych,305,16,252
Przeciętne miesięczne wynagrodzenie brutto w gospodarce narodowej,398,364,270
Saldo obrotów towarowych wg kraju wysyłki,183,1144,259
Bieżący wskaźnik ufności konsumenckiej (BWUK),469,16,271
Placówki gastronomiczne,102,688,282
Import towarów wg kraju pochodzenia,221,1243,282
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,167,777,254
Przewidywany portfel zamówień na rynku krajowym - budownictwo,181,2,251
Eksport towarów,220,1246,267
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,2,254
Przyrost naturalny na 1000 ludności,24,1193,282
Przewidywane źródła finansowania działalności usługowej - środki z budżetu państwa,178,787,256
Wskaźniki cen towarów i usług konsumpcyjnych,305,909,257
Zmiana nakładów przewidywanych na inwestycje w następnym roku w stosunku do nakładów w roku bieżącym,165,797,329
Produkcja budowlano-montażowa,392,93,248
Import towarów wg kraju pochodzenia,221,1115,263
Przeciętna miesięczna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych,287,544,260
Wskaźniki cen towarów i usług konsumpcyjnych,305,737,276
